"persona"	"nome"	"cognome"	"dataNascita"	"dataMorte"	"valoreConsulta"
"http://dati.camera.it/ocd/persona.rdf/pr12129"	"ENRICO"	"MARTINI"	"19110129"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12130"	"PIETRO"	"MASSARI"		"19451224"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28140"	"CESARE"	"MASSINI"	"18860723"	"19670118"	"true"
"http://dati.camera.it/ocd/persona.rdf/p11660"	"BERNARDO"	"MATTARELLA"	"19050915"	"19710301"	"true"
"http://dati.camera.it/ocd/persona.rdf/p26410"	"ENRICO"	"MATTEI"	"19060429"	"19621027"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr301424"	"CARLO"	"MAURO"	"18710501"		"true"
"http://dati.camera.it/ocd/persona.rdf/p26430"	"ANTONIO"	"MAXIA"	"19040304"	"19620415"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28160"	"NINO"	"MAZZONI"	"18740619"	"19540921"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12134"	"ALDOBRANDO"	"MEDICI TORNAQUINCI"	"19090814"	"19471005"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12135"	"EGIDIO"	"MENEGHETTI"	"18921214"		"true"
"http://dati.camera.it/ocd/persona.rdf/p13770"	"PIETRO"	"MENTASTI"	"18970515"	"19580924"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28170"	"UMBERTO"	"MERLIN"	"18850217"	"19640522"	"true"
"http://dati.camera.it/ocd/persona.rdf/p300646"	"CESARE"	"MERZAGORA"		"19910501"	"true"
"http://dati.camera.it/ocd/persona.rdf/p26450"	"GIUSEPPE"	"MICHELI"	"18741019"	"19481016"	"true"
"http://dati.camera.it/ocd/persona.rdf/p11770"	"ENRICO"	"MINIO"	"19060504"	"19730221"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12139"	"VIRGINIA"	"MINOLETTI QUARELLO"	"19100714"		"true"
"http://dati.camera.it/ocd/persona.rdf/p26480"	"GIUSEPPE EMANUELE"	"MODIGLIANI"	"18721028"	"19471005"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12140"	"HENRY"	"MOLINARI"	"18940607"		"true"
"http://dati.camera.it/ocd/persona.rdf/p28190"	"GUIDO"	"MOLINELLI"	"18940927"	"19640106"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12141"	"GIACOMO"	"MOLLE"	"18821206"		"true"
"http://dati.camera.it/ocd/persona.rdf/p28200"	"RICCARDO"	"MOMIGLIANO"	"18790331"	"19610609"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12142"	"ARTURO"	"MONDOVI"	"18971030"		"true"
"http://dati.camera.it/ocd/persona.rdf/p19330"	"MARIO"	"MONTAGNANA"	"18970622"	"19600808"	"true"
"http://dati.camera.it/ocd/persona.rdf/p9390"	"GIUSEPPE"	"MONTALBANO"	"18950610"	"19891029"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12144"	"SALVATORE"	"MONTEFORTE"	"18870516"		"true"
"http://dati.camera.it/ocd/persona.rdf/p28230"	"RODOLFO"	"MORANDI"	"19020730"	"19550726"	"true"
"http://dati.camera.it/ocd/persona.rdf/p13400"	"LUIGI"	"MORELLI"	"18950824"	"19540718"	"true"
"http://dati.camera.it/ocd/persona.rdf/p9480"	"VINCENZO"	"MOSCATELLI"	"19080203"	"19811031"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr301220"	"AMEDEO"	"MOSCATI"	"18760625"		"true"
"http://dati.camera.it/ocd/persona.rdf/p26500"	"FRANCESCO"	"MUSOTTO"	"18810313"	"19610804"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12148"	"BASTIANINA"	"MUSU MARTINI"		"19451021"	"true"
"http://dati.camera.it/ocd/persona.rdf/p26520"	"VIRGILIO"	"NASI"	"18800104"	"19640606"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28250"	"FRANCESCO SAVERIO"	"NITTI"	"18680719"	"19530220"	"true"
"http://dati.camera.it/ocd/persona.rdf/p9620"	"TERESA"	"NOCE"	"19000729"	"19800122"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12152"	"ADOLFO"	"OMODEO"	"18890823"	"19460428"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28270"	"VITTORIO EMANUELE"	"ORLANDO"	"18600519"	"19521201"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12153"	"GIOVANNI BATTISTA"	"OXILIA"	"18871118"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12154"	"MARIO"	"PAGGI"	"19020210"		"true"
"http://dati.camera.it/ocd/persona.rdf/p4390"	"GIAN CARLO"	"PAJETTA"	"19110624"	"19900913"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12156"	"GIOVANNI"	"PALADIN"	"18960716"		"true"
"http://dati.camera.it/ocd/persona.rdf/p300942"	"MARIO"	"PALERMO"		"19850116"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12158"	"CANIO"	"PANETTA"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12159"	"MARIO"	"PANNUNZIO"	"19100305"		"true"
"http://dati.camera.it/ocd/persona.rdf/p300944"	"GIUSEPPE"	"PAPALIA"		"19641124"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28300"	"FERRUCCIO"	"PARRI"	"18900119"	"19811208"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28310"	"ROSARIO"	"PASQUALINO VASSALLO"	"18841222"	"19560925"	"true"
"http://dati.camera.it/ocd/persona.rdf/p300670"	"ROSARIO"	"PASQUALINO VASSALLO"	"18610813"	"19500325"	"true"
"http://dati.camera.it/ocd/persona.rdf/p11870"	"GIULIO"	"PASTORE"	"19020817"	"19691014"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28320"	"RAFFAELE"	"PASTORE"	"18810321"	"19690121"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12165"	"CARMELO"	"PATANÈ"			"true"
"http://dati.camera.it/ocd/persona.rdf/p9750"	"EMILIO"	"PATRISSI"	"19101119"	"19800108"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr301325"	"GIUSEPPE"	"PATRUNO"	"18900112"		"true"
"http://dati.camera.it/ocd/persona.rdf/p13720"	"FAUSTO"	"PECORARI"	"19021218"	"19661027"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12169"	"GABRIELE"	"PEPE"	"18991204"		"true"
"http://dati.camera.it/ocd/persona.rdf/p26680"	"NICOLA"	"PERROTTI"	"18971222"	"19700907"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28340"	"GIOVANNI"	"PERSICO"	"18781230"	"19670807"	"true"
"http://dati.camera.it/ocd/persona.rdf/p4610"	"ALESSANDRO"	"PERTINI"	"18960925"	"19900224"	"true"
"http://dati.camera.it/ocd/persona.rdf/p19570"	"ANTONIO"	"PESENTI"	"19101015"	"19730213"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12171"	"TITO"	"PESTELLINI"	"18811203"		"true"
"http://dati.camera.it/ocd/persona.rdf/p13370"	"CARLO"	"PETRONE"	"18990811"	"19611121"	"true"
"http://dati.camera.it/ocd/persona.rdf/p300845"	"RAFFAELE"	"PETTI"		"19610429"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12173"	"PIETRO"	"PIACENTINI"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12174"	"CIRO"	"PICARDI"	"19000801"		"true"
"http://dati.camera.it/ocd/persona.rdf/p19600"	"ATTILIO"	"PICCIONI"	"18920614"	"19760310"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12175"	"ALFONSO"	"PICHLER"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12176"	"RINA"	"PICOLATO"	"19000506"		"true"
"http://dati.camera.it/ocd/persona.rdf/p303346"	"GAETANO"	"PIERACCINI"		"19570413"	"true"
"http://dati.camera.it/ocd/persona.rdf/p304417"	"CLEMENTE"	"PISCITELLI"		"19540625"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12177"	"ALFREDO"	"PIZZONI"	"18940220"	"19580103"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12178"	"PAOLO"	"POLESE"	"19090717"		"true"
"http://dati.camera.it/ocd/persona.rdf/p9900"	"ELETTRA"	"POLLASTRINI"	"19080715"	"19900202"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12180"	"FRANCO ANTONIO"	"PORTA"	"19130328"		"true"
"http://dati.camera.it/ocd/persona.rdf/p28370"	"GIOVANNI"	"PORZIO"	"18731006"	"19620922"	"true"
"http://dati.camera.it/ocd/persona.rdf/p13840"	"GIORDANO"	"PRATOLONGO"	"19050222"	"19530303"	"true"
"http://dati.camera.it/ocd/persona.rdf/p19700"	"COSTANTINO"	"PREZIOSI"	"19051115"	"19770714"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr301578"	"EDMONDO"	"PUECHER"	"18731018"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr301354"	"LUIGI BATTISTA"	"PUGGIONI"	"18931112"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12183"	"LUIGI"	"QUAGLIATA"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12184"	"CARLO LUDOVICO"	"RAGGHIANTI"	"19100318"	"19870803"	"true"
"http://dati.camera.it/ocd/persona.rdf/p26780"	"GIUSEPPE GIOVANNI BATTISTA"	"RAIMONDI"	"18780709"	"19551029"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12186"	"ANTONIO"	"RAMIREZ"	"18990305"		"true"
"http://dati.camera.it/ocd/persona.rdf/p9960"	"GIUSEPPE"	"RAPELLI"	"19051021"	"19770617"	"true"
"http://dati.camera.it/ocd/persona.rdf/p9990"	"EUGENIO"	"REALE"	"19050608"	"19760509"	"true"
"http://dati.camera.it/ocd/persona.rdf/p4960"	"ORONZO"	"REALE"	"19021024"	"19880714"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28400"	"VITO"	"REALE"	"18831223"	"19530428"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12190"	"ALDO"	"REPETTO"	"19040905"		"true"
"http://dati.camera.it/ocd/persona.rdf/p28410"	"PIER CARLO"	"RESTAGNO"	"18980329"	"19661111"	"true"
"http://dati.camera.it/ocd/persona.rdf/p300798"	"FEDERICO"	"RICCI"		"19631115"	"true"
"http://dati.camera.it/ocd/persona.rdf/p300799"	"GIAMBATTISTA"	"RIZZO"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12193"	"PIER LUIGI"	"ROCCATAGLIATA"	"19120805"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12194"	"GUIDO"	"RODINÒ"	"19010918"		"true"
"http://dati.camera.it/ocd/persona.rdf/p303353"	"NINO"	"RONCO"		"19490512"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12195"	"EUGENIO"	"ROSASCO"	"18801105"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12196"	"BENIAMINO"	"ROSATI"	"18810208"		"true-aggiunto-manualmente"
"http://dati.camera.it/ocd/persona.rdf/pr12197"	"ERNESTO"	"ROSSI"	"18970825"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr3834"	"FRANCESCO"	"ROSSI"	"18630917"	"19480628"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12198"	"LUIGI"	"ROSSI"	"18920407"		"true"
"http://dati.camera.it/ocd/persona.rdf/p304126"	"MANLIO"	"ROSSI DORIA"			"true"
"http://dati.camera.it/ocd/persona.rdf/p28440"	"GIOVANNI"	"ROVEDA"	"18940604"	"19611118"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28450"	"ALFONSO"	"RUBILLI"	"18730218"	"19600107"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28460"	"BARTOLOMEO"	"RUINI"	"18771214"	"19700306"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr401545"	"FORTUNATO"	"SACCANI"	"18900825"		"true"
"http://dati.camera.it/ocd/persona.rdf/p10200"	"NICOLA"	"SALERNO"	"18971021"	"19831003"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12202"	"FELICE"	"SALIVETTO"	"19160416"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12203"	"LUIGI"	"SALVATORELLI"	"18860311"		"true"
"http://dati.camera.it/ocd/persona.rdf/p26890"	"LUIGI RENATO"	"SANSONE"	"19030208"	"19670222"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr401447"	"ATTILIO"	"SANSONI"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12204"	"ROSALBINO"	"SANTORO"	"18940122"		"true"
"http://dati.camera.it/ocd/persona.rdf/p19910"	"GIUSEPPE"	"SARAGAT"	"18980919"	"19880611"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12206"	"ATTILIO"	"SASSI"	"18761006"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12207"	"FILIPPO"	"SATTA GALFRÈ"	"18910917"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12208"	"GIOVANNI"	"SAVORETTI"	"19180428"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12209"	"LUIGI"	"SBANO"	"18990824"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12211"	"MARIO"	"SCERNI"	"19070101"		"true"
"http://dati.camera.it/ocd/persona.rdf/p10290"	"PASQUALE"	"SCHIANO"	"19050426"	"19871130"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12213"	"CARLO"	"SCIALOJA"	"18860717"	"1947"	"true"
"http://dati.camera.it/ocd/persona.rdf/p11760"	"SALVATORE"	"SCOCA"	"18940615"	"19620501"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28490"	"PIETRO"	"SECCHIA"	"19031219"	"19730707"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12217"	"SAVERIO"	"SECHINI"	"18890529"	"1963"	"true"
"http://dati.camera.it/ocd/persona.rdf/p10380"	"EMILIO"	"SERENI"	"19070813"	"19770320"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12219"	"NINO"	"SICCARDI"	"19020225"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12220"	"STEFANO"	"SIGLIENTI"	"18980117"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12221"	"GIUSEPPE"	"SIGNORELLI"	"19070918"		"true"
"http://dati.camera.it/ocd/persona.rdf/p12330"	"ALBERTO"	"SIMONINI"	"18960219"	"19600706"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12223"	"EDGARDO"	"SOGNO"	"19151229"		"true"
"http://dati.camera.it/ocd/persona.rdf/p303757"	"FERMO"	"SOLARI"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12225"	"GIUSEPPE"	"SOTGIU"	"19020409"		"true"
"http://dati.camera.it/ocd/persona.rdf/p10480"	"GIULIO"	"SPALLONE"	"19190911"	"20140315"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28530"	"VELIO"	"SPANO"	"19050115"	"19641008"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12228"	"PIER FELICE"	"STANGONI"	"18881014"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12229"	"FRANCESCO"	"STARRABBA"	"19010526"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12231"	"PIETRO"	"TAMAGNINI"	"18891023"		"true"
"http://dati.camera.it/ocd/persona.rdf/p200929"	"PAOLO EMILIO"	"TAVIANI"	"19121106"	"20010618"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12233"	"GAETANO"	"TEDESCHI"	"18900908"		"true"
"http://dati.camera.it/ocd/persona.rdf/p28550"	"UMBERTO"	"TERRACINI"	"18950727"	"19831206"	"true"
"http://dati.camera.it/ocd/persona.rdf/p27010"	"RAFFAELE"	"TERRANOVA"	"18981208"	"19740324"	"true"
"http://dati.camera.it/ocd/persona.rdf/p20170"	"GIUSEPPE"	"TOGNI"	"19031205"	"19810624"	"true"
"http://dati.camera.it/ocd/persona.rdf/p303368"	"PIETRO"	"TOMASI DELLA TORRETTA"		"19621204"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr401191"	"VINCENZO"	"TORRIO"	"18831225"		"true"
"http://dati.camera.it/ocd/persona.rdf/p303369"	"GIUSEPPE"	"TRAINA"		"19580208"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28580"	"DOMENICO"	"TRIPEPI"	"18890214"	"19621026"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28590"	"UMBERTO"	"TUPINI"	"18890527"	"19730107"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28610"	"GIOVANNI"	"UBERTI"	"18881129"	"19640313"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr401179"	"ALFREDO"	"URBINATI"	"18801109"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12295"	"LUIGI"	"VACCA"			"true"
"http://dati.camera.it/ocd/persona.rdf/p200954"	"LEO"	"VALIANI"	"19090209"	"19990918"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28640"	"EZIO"	"VANONI"	"19030803"	"19560216"	"true"
"http://dati.camera.it/ocd/persona.rdf/p28650"	"DANTE"	"VERONI"	"18771213"	"19490325"	"true"
"http://dati.camera.it/ocd/persona.rdf/p13910"	"RODOLFO"	"VICENTINI"	"18960804"	"19741219"	"true"
"http://dati.camera.it/ocd/persona.rdf/p27080"	"BRUNO"	"VILLABRUNA"	"18840812"	"19711014"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12240"	"CARMELO"	"VILLARÀ"	"18910103"		"true"
"http://dati.camera.it/ocd/persona.rdf/p10800"	"ETTORE"	"VIOLA"	"18940421"	"19860225"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12241"	"GAETANO"	"VIRDIS"	"19010225"		"true"
"http://dati.camera.it/ocd/persona.rdf/p27090"	"CARLO"	"VISCHIA"	"18940212"	"19700605"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12243"	"GIOVANNI"	"VISCONTI VENOSTA"	"18870711"	"19471114"	"true"
"http://dati.camera.it/ocd/persona.rdf/p200977"	"BRUNO"	"VISENTINI"	"19140801"	"19950213"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12245"	"RUGGERO"	"VITALE"	"18980308"		"true"
"http://dati.camera.it/ocd/persona.rdf/p301191"	"AGOSTINO"	"VIVIANI"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12247"	"EDOARDO"	"VOLTERRA"	"19040107"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr12248"	"GIORGIO"	"ZAMBRUNO"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12249"	"LANFRANCO"	"ZANCAN"	"19120227"		"true"
"http://dati.camera.it/ocd/persona.rdf/p13170"	"EMILIO"	"ZANNERINI"	"18910408"	"19690609"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12250"	"ANGELO"	"ZAPPIA"	"18980605"		"true"
"http://dati.camera.it/ocd/persona.rdf/pr401085"	"RENATO"	"ZAVATARO"	"18860713"		"true"
"http://dati.camera.it/ocd/persona.rdf/p303373"	"ADOLFO"	"ZERBOGLIO"		"19520330"	"true"
"http://dati.camera.it/ocd/persona.rdf/p300676"	"VINICIO"	"ZIINO"		"19860619"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr12252"	"ANTONIO"	"ZINI"			"true"
"http://dati.camera.it/ocd/persona.rdf/pr12253"	"ANTONIO"	"ZOCCOLI"	"18880609"		"true"
"http://dati.camera.it/ocd/persona.rdf/p300683"	"ADONE"	"ZOLI"		"19600220"	"true"
"http://dati.camera.it/ocd/persona.rdf/pr401291"	"ANTONINO"	"ZUCCALÀ"	"18840516"		"true"
