"persona"	"nome"	"cognome"	"dataNascita"	"dataMorte"	"riferimento"	"legislatura"
"http://dati.camera.it/ocd/persona.rdf/p300677"	"SILVIO"	"GAVA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300677"	"SILVIO"	"GAVA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300677"	"SILVIO"	"GAVA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_04"
"http://dati.camera.it/ocd/persona.rdf/p300677"	"SILVIO"	"GAVA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_05"
"http://dati.camera.it/ocd/persona.rdf/p300677"	"SILVIO"	"GAVA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_06"
"http://dati.camera.it/ocd/persona.rdf/p300678"	"ENRICO"	"MALINTOPPI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300679"	"MARIO"	"VENDITTI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300679"	"MARIO"	"VENDITTI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300680"	"FERDINANDO"	"CASARDI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300681"	"NICOLA"	"VACCARO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300681"	"NICOLA"	"VACCARO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300681"	"NICOLA"	"VACCARO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300682"	"EMILIO"	"BATTISTA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300682"	"EMILIO"	"BATTISTA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300682"	"EMILIO"	"BATTISTA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300682"	"EMILIO"	"BATTISTA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_04"
"http://dati.camera.it/ocd/persona.rdf/p300682"	"EMILIO"	"BATTISTA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_05"
"http://dati.camera.it/ocd/persona.rdf/p300684"	"BASILIO"	"FOCACCIA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300684"	"BASILIO"	"FOCACCIA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300684"	"BASILIO"	"FOCACCIA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300684"	"BASILIO"	"FOCACCIA"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_04"
"http://dati.camera.it/ocd/persona.rdf/p300685"	"ROCCO"	"SALOMONE"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300685"	"ROCCO"	"SALOMONE"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300685"	"ROCCO"	"SALOMONE"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300686"	"FRANCO"	"VARALDO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300686"	"FRANCO"	"VARALDO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300686"	"FRANCO"	"VARALDO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300686"	"FRANCO"	"VARALDO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_04"
"http://dati.camera.it/ocd/persona.rdf/p300686"	"FRANCO"	"VARALDO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_05"
"http://dati.camera.it/ocd/persona.rdf/p300686"	"FRANCO"	"VARALDO"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_06"
"http://dati.camera.it/ocd/persona.rdf/p300687"	"GIUSEPPE"	"MEDICI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
"http://dati.camera.it/ocd/persona.rdf/p300687"	"GIUSEPPE"	"MEDICI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_02"
"http://dati.camera.it/ocd/persona.rdf/p300687"	"GIUSEPPE"	"MEDICI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_03"
"http://dati.camera.it/ocd/persona.rdf/p300687"	"GIUSEPPE"	"MEDICI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_04"
"http://dati.camera.it/ocd/persona.rdf/p300687"	"GIUSEPPE"	"MEDICI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_05"
"http://dati.camera.it/ocd/persona.rdf/p300687"	"GIUSEPPE"	"MEDICI"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_06"
"http://dati.camera.it/ocd/persona.rdf/p300688"	"ANGELO GIACOMO"	"MOTT"			"senato"	"http://dati.camera.it/ocd/legislatura.rdf/repubblica_01"
